tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
DX1-5b_LP-DIR-AF-355	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.5	41.6	0.016	0.0	0.0	0.0	18.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	355.0	u	8.0	273.0			pmagpy-4.2.24-1	3.37e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-356	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.5	41.4	0.017	0.0	0.0	0.0	19.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	356.0	u	8.0	273.0			pmagpy-4.2.24-1	3.37e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-357	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.4	41.4	0.018000000000000002	0.0	0.0	0.0	20.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	357.0	u	8.0	273.0			pmagpy-4.2.24-1	3.36e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-358	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.2	41.6	0.019	0.0	0.0	0.0	21.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	358.0	u	8.0	273.0			pmagpy-4.2.24-1	3.34e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-359	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.2	41.4	0.02	0.0	0.0	0.0	22.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	359.0	u	8.0	273.0			pmagpy-4.2.24-1	3.35e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-360	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.1	41.5	0.021	0.0	0.0	0.0	23.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	360.0	u	8.0	273.0			pmagpy-4.2.24-1	3.34e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-361	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.2	41.3	0.022000000000000002	0.0	0.0	0.0	24.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	361.0	u	8.0	273.0			pmagpy-4.2.24-1	3.33e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-362	DX1-5b_LP-DIR-AF	DX1-5b	0.1	233.9	41.4	0.023	0.0	0.0	0.0	25.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	362.0	u	8.0	273.0			pmagpy-4.2.24-1	3.32e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-363	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.2	41.6	0.024	0.0	0.0	0.0	26.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	363.0	u	8.0	273.0			pmagpy-4.2.24-1	3.33e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-364	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.0	41.6	0.025	0.0	0.0	0.0	27.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	364.0	u	8.0	273.0			pmagpy-4.2.24-1	3.3100000000000004e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-365	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.0	41.6	0.0275	0.0	0.0	0.0	28.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	365.0	u	8.0	273.0			pmagpy-4.2.24-1	3.3e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-366	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.0	41.7	0.03	0.0	0.0	0.0	29.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	366.0	u	8.0	273.0			pmagpy-4.2.24-1	3.29e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-367	DX1-5b_LP-DIR-AF	DX1-5b	0.1	233.9	41.8	0.0325	0.0	0.0	0.0	30.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	367.0	u	8.0	273.0			pmagpy-4.2.24-1	3.25e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-368	DX1-5b_LP-DIR-AF	DX1-5b	0.1	233.8	41.7	0.035	0.0	0.0	0.0	31.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	368.0	u	8.0	273.0			pmagpy-4.2.24-1	3.24e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-369	DX1-5b_LP-DIR-AF	DX1-5b	0.1	233.9	41.9	0.0375	0.0	0.0	0.0	32.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	369.0	u	8.0	273.0			pmagpy-4.2.24-1	3.2e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-370	DX1-5b_LP-DIR-AF	DX1-5b	0.1	234.0	42.2	0.04	0.0	0.0	0.0	33.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	370.0	u	8.0	273.0			pmagpy-4.2.24-1	3.2e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-371	DX1-5b_LP-DIR-AF	DX1-5b	0.1	233.8	42.1	0.045	0.0	0.0	0.0	34.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	371.0	u	8.0	273.0			pmagpy-4.2.24-1	3.15e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-372	DX1-5b_LP-DIR-AF	DX1-5b	0.1	233.6	42.1	0.05	0.0	0.0	0.0	35.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	372.0	u	8.0	273.0			pmagpy-4.2.24-1	3.1e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-373	DX1-5b_LP-DIR-AF	DX1-5b	0.1	233.2	42.3	0.055	0.0	0.0	0.0	36.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	373.0	u	8.0	273.0			pmagpy-4.2.24-1	3.07e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-374	DX1-5b_LP-DIR-AF	DX1-5b	0.1	233.3	42.5	0.06	0.0	0.0	0.0	37.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	374.0	u	8.0	273.0			pmagpy-4.2.24-1	3.01e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-375	DX1-5b_LP-DIR-AF	DX1-5b	0.1	233.2	42.8	0.07	0.0	0.0	0.0	38.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	375.0	u	8.0	273.0			pmagpy-4.2.24-1	2.9e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-376	DX1-5b_LP-DIR-AF	DX1-5b	0.1	232.9	43.4	0.08	0.0	0.0	0.0	39.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	376.0	u	8.0	273.0			pmagpy-4.2.24-1	2.7800000000000003e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-377	DX1-5b_LP-DIR-AF	DX1-5b	0.1	232.3	43.6	0.09	0.0	0.0	0.0	40.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	377.0	u	8.0	273.0			pmagpy-4.2.24-1	2.68e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-378	DX1-5b_LP-DIR-AF	DX1-5b	0.1	231.9	42.7	0.1	0.0	0.0	0.0	41.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	378.0	u	8.0	273.0			pmagpy-4.2.24-1	2.48e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-379	DX1-5b_LP-DIR-AF	DX1-5b	0.1	230.7	44.8	0.12	0.0	0.0	0.0	42.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	379.0	u	8.0	273.0			pmagpy-4.2.24-1	2.21e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-380	DX1-5b_LP-DIR-AF	DX1-5b	0.1	229.9	45.0	0.13	0.0	0.0	0.0	43.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	380.0	u	8.0	273.0			pmagpy-4.2.24-1	2.06e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-381	DX1-5b_LP-DIR-AF	DX1-5b	0.1	230.5	43.3	0.14	0.0	0.0	0.0	44.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	381.0	u	8.0	273.0			pmagpy-4.2.24-1	1.87e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-382	DX1-5b_LP-DIR-AF	DX1-5b	0.1	229.3	46.3	0.15	0.0	0.0	0.0	45.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	382.0	u	8.0	273.0			pmagpy-4.2.24-1	1.7899999999999995e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-383	DX1-5b_LP-DIR-AF	DX1-5b	0.1	229.7	43.8	0.16	0.0	0.0	0.0	46.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	383.0	u	8.0	273.0			pmagpy-4.2.24-1	1.59e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
DX1-5b_LP-DIR-AF-384	DX1-5b_LP-DIR-AF	DX1-5b	0.1	227.0	47.3	0.17	0.0	0.0	0.0	47.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	384.0	u	8.0	273.0			pmagpy-4.2.24-1	1.58e-07	1e-08	1e-08	1e-08	DX1-5b	DX1	Duluth Complex
nan															b														
nan															b														
nan															b														
nan															b														
